# y+ ()       
# Time        	patch         	min           	max           	average       
0.00770304    	walls	1.093630e-01	4.076390e+01	1.208180e+01
0.00770304    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00770304    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00770304    	propellerTip	2.540721e+00	9.946897e+01	1.998755e+01
0.00783353    	walls	4.466529e-01	4.098457e+01	1.217282e+01
0.00783353    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00783353    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00783353    	propellerTip	2.619851e+00	9.924693e+01	2.018698e+01
0.00796385    	walls	1.458962e-01	4.120024e+01	1.226293e+01
0.00796385    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00796385    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00796385    	propellerTip	2.720732e+00	9.946359e+01	2.040801e+01
0.00809398    	walls	3.156819e-01	4.141061e+01	1.235246e+01
0.00809398    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00809398    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00809398    	propellerTip	2.669180e+00	1.032137e+02	2.064433e+01
0.00822391    	walls	1.831306e-01	4.161530e+01	1.244143e+01
0.00822391    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00822391    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00822391    	propellerTip	2.629033e+00	1.071282e+02	2.089046e+01
0.00835372    	walls	1.049834e-01	4.181372e+01	1.252941e+01
0.00835372    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00835372    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00835372    	propellerTip	2.611986e+00	1.112321e+02	2.113988e+01
0.00848337    	walls	2.048703e-01	4.200480e+01	1.261596e+01
0.00848337    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00848337    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00848337    	propellerTip	2.619052e+00	1.155244e+02	2.138752e+01
0.00861314    	walls	9.836154e-02	4.219693e+01	1.270079e+01
0.00861314    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00861314    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00861314    	propellerTip	2.649183e+00	1.199868e+02	2.163089e+01
0.00874338    	walls	2.624044e-01	4.238203e+01	1.278362e+01
0.00874338    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00874338    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00874338    	propellerTip	2.699206e+00	1.245881e+02	2.186617e+01
0.00887443    	walls	7.483404e-02	4.255860e+01	1.286431e+01
0.00887443    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00887443    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00887443    	propellerTip	2.765394e+00	1.292912e+02	2.209002e+01
0.00900671    	walls	1.828034e-01	4.272268e+01	1.294284e+01
0.00900671    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00900671    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00900671    	propellerTip	2.843358e+00	1.340079e+02	2.230091e+01
0.00914061    	walls	1.097448e-01	4.287748e+01	1.301927e+01
0.00914061    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00914061    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00914061    	propellerTip	2.928416e+00	1.386274e+02	2.249298e+01
0.00927637    	walls	2.355685e-01	4.302061e+01	1.309365e+01
0.00927637    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00927637    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00927637    	propellerTip	3.014753e+00	1.428643e+02	2.266062e+01
0.00941413    	walls	1.243333e-01	4.315805e+01	1.316606e+01
0.00941413    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00941413    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00941413    	propellerTip	3.049634e+00	1.467735e+02	2.279733e+01
0.00955427    	walls	5.406152e-02	4.328841e+01	1.323694e+01
0.00955427    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00955427    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00955427    	propellerTip	3.111299e+00	1.502736e+02	2.290245e+01
0.00969676    	walls	1.510692e-01	4.340933e+01	1.330665e+01
0.00969676    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00969676    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00969676    	propellerTip	3.175036e+00	1.530588e+02	2.297716e+01
0.00984125    	walls	2.175035e-01	4.352487e+01	1.337562e+01
0.00984125    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00984125    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00984125    	propellerTip	3.232969e+00	1.551701e+02	2.302617e+01
0.00998739    	walls	8.748109e-02	4.363609e+01	1.344437e+01
0.00998739    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00998739    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00998739    	propellerTip	3.286055e+00	1.566901e+02	2.305207e+01
0.0101348     	walls	2.692328e-01	4.374370e+01	1.351313e+01
0.0101348     	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.0101348     	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.0101348     	propellerTip	3.337584e+00	1.574725e+02	2.305693e+01
0.0102828     	walls	9.184686e-02	4.384998e+01	1.358197e+01
0.0102828     	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.0102828     	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.0102828     	propellerTip	3.389831e+00	1.574549e+02	2.304872e+01
0.0104311     	walls	3.120584e-01	4.395470e+01	1.365123e+01
0.0104311     	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.0104311     	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.0104311     	propellerTip	3.443333e+00	1.568098e+02	2.303126e+01
0.010579      	walls	6.306720e-02	4.405741e+01	1.372020e+01
0.010579      	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.010579      	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.010579      	propellerTip	3.480656e+00	1.558328e+02	2.300527e+01
0.010726      	walls	9.485950e-02	4.415788e+01	1.378881e+01
0.010726      	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.010726      	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.010726      	propellerTip	3.518251e+00	1.546292e+02	2.296892e+01
0.0108722     	walls	9.957744e-02	4.425769e+01	1.385748e+01
0.0108722     	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.0108722     	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.0108722     	propellerTip	3.555801e+00	1.532478e+02	2.292349e+01
0.0110177     	walls	3.209967e-01	4.435862e+01	1.392602e+01
0.0110177     	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.0110177     	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.0110177     	propellerTip	3.584931e+00	1.517500e+02	2.286862e+01
0.0111625     	walls	2.257624e-01	4.453876e+01	1.399443e+01
0.0111625     	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.0111625     	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.0111625     	propellerTip	3.608072e+00	1.501704e+02	2.280504e+01
0.0113069     	walls	1.816549e-01	4.471564e+01	1.406288e+01
0.0113069     	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.0113069     	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.0113069     	propellerTip	3.586584e+00	1.485457e+02	2.273280e+01
0.011451      	walls	3.701453e-02	4.488649e+01	1.413139e+01
0.011451      	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.011451      	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.011451      	propellerTip	3.544321e+00	1.469138e+02	2.265288e+01
0.0115948     	walls	1.782267e-01	4.505139e+01	1.420026e+01
0.0115948     	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.0115948     	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.0115948     	propellerTip	3.504240e+00	1.452443e+02	2.256670e+01
0.0117384     	walls	2.204246e-01	4.521214e+01	1.426932e+01
0.0117384     	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.0117384     	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.0117384     	propellerTip	3.468400e+00	1.435758e+02	2.247300e+01
0.0118819     	walls	4.782225e-01	4.537133e+01	1.433856e+01
0.0118819     	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.0118819     	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
